-0.295311,0.0128335,0.0178568,0.10269,0.115623,0.045882,-0.0117083,-0.0227592,0.104436,-0.0646542
0.0781282,-0.0463475,0.0419988,0.00880812,-0.0499043,-0.00103134,0.000611729,-0.00677751,0.0100174,-0.0292199
0.136945,-0.894332,-0.307765,-0.48904,0.0518905,0.323206,0.480471,-0.148569,0.182501,0.66984
0.00127703,-0.0318001,0.0336222,-0.023911,0.0063244,-0.0103411,-0.0051363,0.031903,0.0150452,-0.0080388
0.0344304,-0.0319446,0.0253779,0.00392527,-0.018961,0.000265441,-0.0316399,0.0103896,0.0352317,-0.0206696
0.0696046,-0.0572723,0.0493611,0.0156619,-0.0345224,-0.0373572,-0.0286165,0.0247359,-0.0238568,0.0264925
0.00276833,0.0415454,0.0753815,0.0471433,-0.0169853,-0.00951542,-0.0250683,-0.0166594,0.144482,-0.114203
0.0994644,-0.0317194,-0.0565578,0.190231,0.166182,0.167648,0.531533,-0.277907,0.0283436,-0.380941
-0.000423625,-0.014479,0.109199,-0.0538487,0.0198247,-0.00560382,0.0270568,-0.0591101,0.0342914,-0.00925734
0.0535301,-0.053047,0.0134589,0.0193259,-0.0437838,0.0291633,-0.0129242,-0.0138799,0.0242648,-0.0131575
0.033647,-0.044015,0.0382019,0.0178953,-0.0464742,0.013211,0.00820417,-0.0406247,0.0594222,-0.03502
0.0175033,0.144504,-0.0722076,0.392662,0.0246867,0.126183,0.0673148,0.0950445,0.229239,-0.186799
0.0368567,-0.0517376,-0.0200433,0.0081419,-0.00565113,0.0334569,0.00808258,-0.00238943,0.0105258,-0.0124619
-0.000276068,-0.0236744,0.0797671,-0.03609,-0.0129967,-0.0021266,0.0716363,-0.0507039,0.019552,-0.0126462
0.00769468,-0.0437058,0.00265978,-0.00625041,0.0147847,0.00963977,0.0078656,-0.00852291,0.0153563,0.00629087
0.00145394,-0.0435712,-0.00400589,0.0306194,0.000835428,-0.00521502,-0.0422067,0.0386852,0.0273153,0.00846088
0.000616661,-0.0383841,0.0425494,0.0147553,0.0509837,-0.0557677,-0.0305894,0.0652867,0.0676355,0.0262592
0.183997,-0.073149,0.0609635,0.0182689,-0.0969719,-0.0565088,-0.00985839,-0.0131709,-0.0160308,0.00915958
0.0150824,-0.127689,0.0251235,0.123272,-0.252546,0.197309,-0.35966,1.221,-0.211731,0.00868016
0.00532352,0.00256181,0.128561,-0.0334576,0.0527902,-0.0252009,0.0663786,-0.09189,0.0556222,-0.00736556
-0.000545862,-0.15326,-0.105813,0.0508249,0.0704599,-0.0629059,-0.159931,0.298905,0.108874,0.107844
-0.000290491,-0.0486634,0.0388705,-0.00833133,-0.0191573,0.0220333,0.0028517,-0.0371136,0.0894772,-0.0249962
